0	0
1	0.324675325
2	0.331168831
3	0.329004329
4	0.327922078
5	0.327272727
6	0.324675325
7	0.322820037
8	0.319805195
9	0.317460317
10	0.314285714
11	0.311688312
12	0.308441558
13	0.304695305
14	0.30148423
15	0.297835498
16	0.293831169
17	0.290297937
18	0.286435786
19	0.282980178
20	0.279220779
21	0.275200989
22	0.270956316
23	0.267645398
24	0.263528139
25	0.25974026
26	0.255744256
27	0.252044252
28	0.248608534
29	0.244961935
30	0.241558442
31	0.237955593
32	0.234577922
33	0.231011413
34	0.227654698
35	0.224489796
36	0.221139971
37	0.218322218
38	0.215311005
39	0.212121212
40	0.209090909
41	0.206208426
42	0.203463203
43	0.200845666
44	0.198051948
45	0.195382395
46	0.19282891
47	0.190384084
48	0.187770563
49	0.185528757
50	0.183116883
51	0.180799593
52	0.178321678
53	0.176182308
54	0.174122174
55	0.171900826
56	0.169758813
57	0.167919799
58	0.165920287
59	0.163988554
60	0.162121212
61	0.160102193
62	0.158357771
63	0.156668728
64	0.154829545
65	0.153046953
66	0.151515152
67	0.149835239
68	0.148204736
69	0.146621494
70	0.145083488
71	0.143588806
72	0.141955267
73	0.140544387
74	0.139171639
75	0.137662338
76	0.136363636
77	0.134930005
78	0.133699634
79	0.132336018
80	0.131006494
81	0.129709796
82	0.128603104
83	0.127210139
84	0.126159555
85	0.124980901
86	0.123829659
87	0.122704881
88	0.121605667
89	0.120531154
90	0.119336219
91	0.118310261
92	0.117306606
93	0.116324536
94	0.11536336
95	0.114285714
96	0.113365801
97	0.112330968
98	0.111449775
99	0.110455201
100	0.10961039
101	0.108653723
102	0.107843137
103	0.107048292
104	0.106143856
105	0.105380334
106	0.10438618
107	0.103653356
108	0.102813853
109	0.1021089
110	0.101298701
111	0.100503101
112	0.099721707
113	0.098954143
114	0.098313967
115	0.097571993
116	0.096842812
117	0.096126096
118	0.095421528
119	0.094837935
120	0.094047619
121	0.093377697
122	0.092718757
123	0.092070531
124	0.091432761
125	0.090805195
126	0.090290662
127	0.089579712
128	0.088981331
129	0.088392228
130	0.087812188
131	0.087241003
132	0.086580087
133	0.086124402
134	0.085578601
135	0.084944685
136	0.084415584
137	0.083894208
138	0.083380388
139	0.082873961
140	0.082374768
141	0.08179055
142	0.081306018
143	0.080737444
144	0.080266955
145	0.079892521
147	0.078805548
148	0.078448578
149	0.077922078
150	0.077575758
151	0.076976004
152	0.076640465
153	0.076139547
154	0.075729465
155	0.075157101
156	0.074841825
157	0.074447845
158	0.074058853
159	0.073511394
160	0.073133117
161	0.072759539
162	0.072310406
163	0.071946458
164	0.07158695
165	0.071153089
166	0.070802691
167	0.070378723
168	0.070037106
169	0.069622685
170	0.069365928
173	0.068163051
174	0.067920585
176	0.06714876
177	0.066916135
178	0.066467241
179	0.066095915
180	0.065873016
181	0.065437325
182	0.065220494
183	0.06479313
184	0.064511575
185	0.064162864
186	0.063887725
187	0.063615529
188	0.063277148
189	0.063011063
190	0.062611073
191	0.062351261
192	0.062094156
193	0.061839715
194	0.06145401
195	0.061138861
196	0.060893188
197	0.06065001
198	0.060409288
199	0.060105723
200	0.05974026
201	0.059507657
202	0.059213064
203	0.05898535
205	0.058409883
206	0.058189383
207	0.057908275
208	0.057692308
212	0.056603774
213	0.056520944
218	0.055224592
219	0.055091028
220	0.054781582
222	0.054288054
223	0.054161086
224	0.053919295
225	0.053621934
226	0.053384668
227	0.053263917
228	0.052973342
229	0.052742018
230	0.05256917
231	0.052341598
232	0.052227944
233	0.051948052
234	0.051670552
235	0.051561205
236	0.051287695
237	0.051180887
240	0.050541126
241	0.050385299
242	0.05012343
243	0.05002405
244	0.049765808
245	0.04961569
246	0.049361208
247	0.049213944
248	0.048963134
249	0.048818651
250	0.048727273
251	0.048429658
252	0.048289013
253	0.048046815
254	0.047908784
255	0.047771836
256	0.047534497
257	0.047400071
258	0.047266687
259	0.047034047
260	0.046903097
261	0.04677315
262	0.046644195
263	0.046368081
264	0.046241637
265	0.046116148
266	0.045991602
267	0.045722068
268	0.045599922
269	0.045478685
270	0.045310245
271	0.045047204
272	0.044929335
273	0.044812331
274	0.04469618
275	0.044533648
276	0.044278186
277	0.044165221
278	0.044006353
279	0.043895173
280	0.043784787
281	0.043628969
282	0.043520309
283	0.043366527
284	0.043122371
285	0.042971064
286	0.042866225
287	0.042716865
288	0.042613636
290	0.042319749
291	0.042218949
293	0.041930765
294	0.041832317
297	0.041409769
298	0.04131439
304	0.040498975
305	0.040408772
311	0.039629181
312	0.039460539
315	0.039084725
316	0.039084333
319	0.038716769
320	0.038555195
323	0.038197097
324	0.038199455
325	0.038041958
327	0.037809286
328	0.037654419
329	0.037539968
330	0.037386856
331	0.037391611
332	0.037278986
333	0.037128037
334	0.037016875
335	0.03686761
336	0.03687384
337	0.036764423
338	0.036617229
339	0.036509214
340	0.036363636
341	0.036371253
342	0.036226931
343	0.036121313
344	0.035978556
345	0.035987201
346	0.035845657
347	0.035704929
348	0.035602329
349	0.035463104
350	0.035473098
351	0.035335035
352	0.035197757
353	0.035208418
354	0.035072272
355	0.034936894
356	0.034802276
357	0.034813926
358	0.034680403
359	0.034547625
360	0.034559885
361	0.034428176
362	0.034297195
363	0.034166935
364	0.034144427
365	0.0340153
366	0.033886878
367	0.033900704
368	0.033773292
369	0.03364657
370	0.033625834
371	0.033500193
372	0.033375227
373	0.033390202
374	0.033231474
375	0.033108225
376	0.033123791
377	0.033001481
378	0.032845461
379	0.032861598
380	0.032740943
381	0.032723182
382	0.032603522
383	0.032484487
384	0.032467532
385	0.032349469
386	0.032198372
387	0.032215846
388	0.032065872
389	0.032083598
390	0.031934732
391	0.031819843
392	0.03180493
393	0.031690955
394	0.031676445
396	0.031418077
