icao	lat	lon	type	size	fuel	name
8NJ0	39.5179	-74.509	civil	299	0	Winchelsea, Port Republic, New Jersey, United States
8NY3	42.2687	-75.5597	civil	549	0	North Fork, Afton, New York, United States
8NY5	42.8204	-74.1482	civil	555	0	Sunhillow, Duanesburg, New York, United States
8NY7	41.5715	-74.4024	civil	811	0	Sha-Wan-Ga Valley, Bloomingburg, New York, United States
8NY8	43.2576	-77.99	civil	1280	0	Para-Tech, Clarkson, New York, United States
8OA5	45.5667	-103.984	civil	2134	0	Camp Crook Muni, Camp Crook, South Dakota, United States
8OA6	41.3862	-82.8971	civil	792	0	Warner Airstrip, Vickery, Ohio, United States
8OA7	39.5565	-81.781	civil	689	0	Bald Eagle Field, Stockport, Ohio, United States
8OA9	41.0445	-81.8157	civil	381	0	Margos Sky Ranch, Seville, Ohio, United States
8OH3	41.1173	-80.5226	civil	549	0	J And B Sky Ranch, Coitsville, Ohio, United States
8OH4	40.8439	-80.7026	civil	796	0	York Aerodrome, Columbiana, Ohio, United States
8OH5	41.382	-80.7123	civil	805	0	Urban, Cortland, Ohio, United States
8OH7	40.8823	-80.6003	civil	701	0	Morris Field, East Palestine, Ohio, United States
8OH8	41.6681	-80.6856	civil	792	0	Allen, Dorset, Ohio, United States
8OI0	41.4542	-81.2454	civil	457	0	Brannon Field, Newbury, Ohio, United States
8OI3	41.3734	-80.669	civil	823	0	Allen, Cortland, Ohio, United States
8OI5	39.8817	-82.4146	civil	488	0	Clum, Thornville, Ohio, United States
8OI9	39.0992	-83.1166	civil	594	0	Morkassel Field, Idaho, Ohio, United States
8OK0	36.0683	-98.2892	civil	671	0	Lamle, Okeene, Oklahoma, United States
8OK1	35.1683	-97.7108	civil	701	0	Warbonnet, Blanchard, Oklahoma, United States
8OK2	35.4751	-97.9289	civil	732	0	Baker Airstrip, El Reno, Oklahoma, United States
8OK4	35.5042	-98.0406	civil	805	0	Brandley, El Reno, Oklahoma, United States
8OK6	35.5668	-94.7502	civil	549	0	Barry Dotson Ranch, Marble City, Oklahoma, United States
8OK7	36.7973	-97.7184	civil	610	0	Cc &amp; M, Medford, Oklahoma, United States
8OL1	35.2279	-96.2295	civil	762	0	Petes Airpark, Wetumka, Oklahoma, United States
8OR2	44.7785	-122.73	civil	914	0	Kingston Airpark, Stayton, Oregon, United States
8OR3	42.9337	-123.121	civil	549	0	Riverview Ranch, Days Creek, Oregon, United States
8OR5	44.0473	-121.276	civil	732	0	Pilot Butte, Bend, Oregon, United States
8OR6	45.7823	-122.894	civil	549	0	Grabhorn's, Scappoose, Oregon, United States
8OR7	44.6271	-123.225	civil	488	0	Joyner, Corvallis, Oregon, United States
8PA0	40.8662	-76.3974	civil	610	0	Numidia, Numidia, Pennsylvania, United States
8PA1	40.4084	-76.5039	civil	549	0	Dee Jay, Ono, Pennsylvania, United States
8PA3	40.9959	-75.7405	civil	1067	0	Huf, Weatherly, Pennsylvania, United States
8PA4	40.9445	-77.0458	civil	549	0	J F T, Mifflinburg, Pennsylvania, United States
8PA6	40.4954	-75.1246	civil	579	0	Haney, Ottsville, Pennsylvania, United States
8PA7	41.3195	-76.0444	civil	530	0	Lehman, Lehman, Pennsylvania, United States
8PA8	40.8168	-75.6663	civil	549	0	Sunny Rest, Palmerton, Pennsylvania, United States
8PN0	39.9383	-77.6164	civil	549	0	Lost Acres, Chambersburg, Pennsylvania, United States
8PN9	39.822	-77.2919	civil	457	0	Marsh Creek, Gettysburg, Pennsylvania, United States
8PS0	41.8479	-77.2814	civil	533	0	Middlebury, Middlebury Center, Pennsylvania, United States
8PS2	41.3106	-80.1628	civil	566	0	Still Meadow Farm, Jackson Center, Pennsylvania, United States
8Q0	38.2694	-121.975	military	1158	0	Travis AFB Aero Club, Fairfield, California, United States
8Q1	37.9352	-121.015	civil	518	0	J-B, Farmington, California, United States
8Q3	39.4743	-123.796	civil	564	0	Fort Bragg, Fort Bragg, California, United States
8Q6	38.3413	-121.437	civil	422	0	Flying B Ranch, Franklin, California, United States
8Q9	36.9144	-119.786	civil	805	0	Arnold Ranch, Fresno, California, United States
8S0	48.6014	-113.115	civil	1240	0	Starr-Browning, Browning, Montana, United States
8S1	47.6954	-114.185	civil	1278	0	Polson, Polson, Montana, United States
8S2	47.5148	-120.485	civil	549	0	Cashmere-Dryden, Cashmere, Washington, United States
8S3	44.4346	-121.942	civil	853	0	Santiam Junction State, Santiam Junction, Oregon, United States
8S4	45.4249	-117.265	civil	869	0	Enterprise Mun, Enterprise, Oregon, United States
8S5	32.8978	-79.7829	civil	1130	0	East Cooper, Mt Pleasant, South Carolina, United States
8T6	28.3628	-98.1164	civil	1161	0	Live Oak Co, Georgetown, Texas, United States
8T8	29.5105	-98.7984	civil	914	0	San Geronimo, San Marcos, Texas, United States
8TA0	29.1358	-98.2764	civil	1234	0	John B Connally Ranch, Fort McKavett, Texas, United States
8TA1	28.4781	-96.7619	civil	945	0	Whatley Flying Service, Seadrift, Texas, United States
8TA3	30.5169	-98.1742	civil	2408	0	Flying X River Ranch, Spofford, Texas, United States
8TA4	29.4455	-95.0077	civil	762	0	Laseair, Texas City, Texas, United States
8TA5	33.1632	-96.3222	civil	457	0	Short Stop, Farmersville, Texas, United States
8TA7	32.5696	-97.7531	civil	792	0	Stark Field, Granbury, Texas, United States
8TA8	31.1691	-94.5324	civil	792	0	Bufords Field, Huntington, Texas, United States
8TA9	30.6358	-92.0584	civil	610	0	Star Dusters, Washington, Louisiana, United States
8TE0	29.1391	-98.1133	civil	610	0	Gillingham, Fort McKavett, Texas, United States
8TE1	29.018	-98.2067	civil	1097	0	Wall Flying Service, Fort McKavett, Texas, United States
8TE2	31.5279	-102.528	civil	1798	0	J-Bar Ranch, Crane, Texas, United States
8TE3	30.7182	-100.081	civil	1219	0	Lopez Ranch, Fowlerton, Texas, United States
8TE4	28.815	-99.7581	civil	914	0	H &amp; F Properties, Crystal City, Texas, United States
8TE6	30.3002	-102.717	civil	1768	0	Faith Cattle Company, Longfellow Ranch, Fort Stockton, Texas, United States
8TE7	30.3208	-98.9128	civil	518	0	Carter Ranch, Fredricksburg, Texas, United States
8TE8	29.1628	-96.2252	civil	777	0	Thompson Flyers, El Campo, Texas, United States
8TN1	35.1964	-89.6269	civil	244	0	Parker, Eads, Tennessee, United States
8TN2	35.3989	-86.5539	civil	914	0	Pleasant Grove Airpark, Shelbyville, Tennessee, United States
8TN3	35.8417	-84.1811	civil	396	0	Raby Airpark, Farragut, Tennessee, United States
8TN4	36.2447	-82.9689	civil	671	0	Flaglor, Mosheim, Tennessee, United States
8TN5	36.4864	-86.9111	civil	579	0	Nobuzzn, Springfield, Tennessee, United States
8TN6	35.9211	-86.3447	civil	610	0	Baker Field, Murfreesboro, Tennessee, United States
8TN7	36.4008	-87.9917	civil	780	0	Short Creek, Dover, Tennessee, United States
8TN8	35.5417	-89.8714	civil	457	0	Field Of Dreams, Burlison, Tennessee, United States
8TN9	35.5156	-89.6778	civil	523	0	Bull Run, Covington, Tennessee, United States
8TS0	27.5531	-98.7322	civil	914	0	Hamilton Ranch, Bruni, Texas, United States
8TS1	32.5418	-97.242	civil	671	0	Retta, Burleson, Texas, United States
8TS2	33.7834	-98.217	civil	969	0	Henrietta, Henrietta, Texas, United States
8TS3	31.3902	-95.4733	civil	762	0	Bruner, Latexo, Texas, United States
8TS5	32.4679	-97.3683	civil	366	0	Stol Field, Joshua, Texas, United States
8TS6	32.5332	-96.3225	civil	559	0	Moore, Kaufman, Texas, United States
8TS7	32.2449	-97.7261	civil	914	0	Wyatt 3-Rivers, Glen Rose, Texas, United States
8TS8	29.9174	-100.913	civil	1341	0	Rnk Ranch, Del Valle, Texas, United States
8TS9	28.14	-99.5703	civil	1524	0	Strait Ranch, Fentress, Texas, United States
8TX0	31.4296	-96.1302	civil	762	0	Hub Field, Jewett, Texas, United States
8TX2	29.9785	-100.202	civil	914	0	Freeman Ranch, Round Mountain, Texas, United States
8TX3	31.3429	-98.6156	civil	884	0	Edwards, Goldthwaite, Texas, United States
8TX6	32.4276	-96.7169	civil	610	0	Harper, Palmer, Texas, United States
8TX7	29.8336	-95.1485	civil	1067	0	Skyhaven, Houston, Texas, United States
8TX8	27.3609	-98.1795	civil	1158	0	Weeks, Premont, Texas, United States
8TX9	32.4868	-95.5619	civil	897	0	Basslake, Van, Texas, United States
8U0	46.2904	-109.248	civil	1049	0	Ryegate, Ryegate, Montana, United States
8U1	47.1042	-107.503	civil	732	0	Sand Springs, Sand Springs, Montana, United States
8U2	48.0875	-113.251	civil	975	0	Schafer USFS, Schafer, Montana, United States
8U4	47.9583	-113.559	civil	1158	0	Spotted Bear USFS, Spotted Bear, Montana, United States
8U5	48.8867	-111.922	civil	1271	0	Sunburst, Sunburst, Montana, United States
8U6	46.7792	-105.305	civil	1311	0	Terry, Terry, Montana, United States
8U8	46.3236	-111.481	civil	1219	0	Townsend, Townsend, Montana, United States
8U9	46.4188	-111.577	civil	975	0	Canyon Ferry, Townsend, Montana, United States
8V1	37.7136	-106.354	civil	2984	0	Del Norte Mun-Co, Del Norte, Colorado, United States
8V2	42.5589	-99.037	civil	2154	0	Stuart-Atkinson Mun, Atkinson, Nebraska, United States
8V3	43.3792	-97.9712	civil	914	0	Parkston Mun, Parkston, South Dakota, United States
8V6	37.7639	-108.889	civil	1280	0	Dove Creek, Dove Creek, Colorado, United States
8V7	37.4631	-102.619	civil	1524	0	Springfield Mun, Springfield, Colorado, United States
8VA1	38.4543	-78.1864	civil	549	0	Grand Pre Farm, Brightwood, Virginia, United States
8VA2	38.009	-76.563	civil	701	0	Shivok, Callao, Virginia, United States
8VA4	37.6729	-78.7033	civil	826	0	Lotus Intl, Buckinham, Virginia, United States
8VA6	37.7382	-78.9622	civil	427	0	Flatwoods, Lovingston, Virginia, United States
8W1	44.58	-88.0565	civil	617	0	Antonneau Meml, Green Bay, Wisconsin, United States
8W2	38.6557	-78.7081	civil	890	0	New Market, New Market, Virginia, United States
8W3	47.8096	-119.637	civil	783	0	Mansfield, Mansfield, Washington, United States
8W8	38.4846	-77.6128	civil	1362	0	Hartwood, Sommerville, Virginia, United States
8W9	46.8327	-123.091	civil	1594	0	R &amp; K Skyranch, Rochester, Washington, United States
8WA0	46.8776	-122.601	civil	671	0	Flying B, Rainier, Washington, United States
8WA4	47.0768	-118.504	civil	640	0	Dewald, Ritzville, Washington, United States
8WA5	47.1415	-118.801	civil	1036	0	Tree Heart Ranch, Ritzville, Washington, United States
8WA6	46.9207	-119.59	civil	762	0	Christensen Field, Royal City, Washington, United States
8WA7	47.1152	-117.574	civil	610	0	Gossard Field, St John, Washington, United States
8WC	37.9287	-90.7318	civil	1219	0	Washington Co, Potosi, Missouri, United States
8WI0	43.7439	-89.8143	civil	549	0	Wood, Wisconsin Dells, Wisconsin, United States
8WI1	44.7536	-88.7282	civil	610	0	Dillenburg's, Shawano, Wisconsin, United States
8WI2	44.2247	-89.531	civil	1463	0	Runway Leasing Inc Nr 1, Plainfield, Wisconsin, United States
8WI3	44.4208	-89.5554	civil	792	0	Rwnway Leasing Inc Nr 2, Plover, Wisconsin, United States
8WI5	42.5722	-87.9779	civil	1006	0	Thompson Strawberry Farm, Bristol, Wisconsin, United States
8WI6	44.6097	-87.6529	civil	686	0	Funk Aerodrome, Luxemburg, Wisconsin, United States
8WI7	45.6511	-88.1821	civil	914	0	Dunbar, Dunbar, Wisconsin, United States
8WI8	42.9767	-90.6482	civil	671	0	Stupek Farms, Fennimore, Wisconsin, United States
8XS0	30.2544	-99.0997	civil	693	0	Tivydale Ranch, Fredricksburg, Texas, United States
8XS1	29.8827	-95.8119	civil	792	0	Harold Freeman Farm, Katy, Texas, United States
8XS2	27.9297	-99.8512	civil	1067	0	Rachal, Laredo, Texas, United States
8XS3	30.5669	-97.8295	civil	823	0	Pegasus Place Airstrip, Leming, Texas, United States
8XS6	33.4522	-96.8328	civil	442	0	McManus Field, Tioga, Texas, United States
8XS8	33.5903	-102.037	civil	7163	1	Reese Airpark, Lubbock, Texas, United States
8XS9	29.9572	-98.7906	civil	710	0	Rust Field, Weir, Texas, United States
8Y2	45.159	-93.8433	civil	792	0	Buffalo Mun, Buffalo, Minnesota, United States
8Y4	45.15	-93.1169	water	999	1	Surfside, Lino Lakes, Minnesota, United States
8Y5	46.113	-94.9067	civil	792	0	Clarissa Mun, Clarissa, Minnesota, United States
8Y6	45.4444	-93.9711	civil	914	0	Leaders Clear Lake, Clear Lake, Minnesota, United States
90AR	33.9251	-91.5112	civil	610	0	Reedville, Dumas, Arkansas, United States
90CA	38.0035	-121.119	civil	549	0	Fowler's, Linden, California, United States
90D	45.8461	-92.9583	civil	792	0	Pine City Mun, Pine City, Minnesota, United States
90F	34.014	-94.7586	civil	975	0	Broken Bow, Broken Bow, Oklahoma, United States
90FD	27.1625	-81.5429	civil	716	0	Griffin Blue Head Ranch, Lake Placid, Florida, United States
90FL	27.3612	-80.7609	civil	1433	0	Paxton, Okeechobee, Florida, United States
90IA	41.5403	-95.8878	civil	732	0	Missouri Valley, Missouri Valley, Iowa, United States
90IL	41.1981	-87.5589	civil	792	0	Johnson, Momence, Illinois, United States
90IN	39.4089	-86.4442	civil	610	0	McDaniel's Field, Martinsville, Indiana, United States
90KS	38.9825	-95.595	civil	792	0	Sunset Strip Airpark, Topeka, Kansas, United States
90KY	37.5826	-85.7333	civil	549	0	Williams, Hodgenville, Kentucky, United States
90LA	32.6139	-93.3236	civil	305	0	Sharp Field, Minden, Louisiana, United States
90MN	44.5033	-95.4539	civil	549	0	Schmidt Private, Vesta, Minnesota, United States
90ND	46.6666	-98.6829	civil	1280	0	Circuit Rider, Montpelier, North Dakota, United States
90OI	39.6042	-84.635	civil	495	0	Joe Cimprich, Camden, Ohio, United States
90OK	36.5006	-98.502	civil	805	0	Stewart Farms, Aline, Oklahoma, United States
90PA	41.8792	-78.115	civil	884	0	Adams, Coneville, Pennsylvania, United States
90PN	40.0173	-76.8197	civil	610	0	Baney's, Dover, Pennsylvania, United States
90TE	32.1957	-96.4386	civil	1115	0	The Homestead, Corsicana, Texas, United States
90TX	27.8794	-99.3967	civil	1414	0	Callaghan Ranch, Callaghan, Texas, United States
90VA	38.2181	-78.2119	civil	427	0	Hen &amp; Bacon, Orange, Virginia, United States
90WA	48.7118	-123.018	civil	823	0	Waldronaire, East Sound, Washington, United States
90WI	45.575	-88.7084	civil	914	0	Heritage Acres, Laona, Wisconsin, United States
90Y	46.6541	-97.2504	civil	690	0	Leonard Mun, Leonard, North Dakota, United States
91C	43.2969	-89.756	civil	896	0	Sauk-Prairie, Prairie Du Sac, Wisconsin, United States
91F	35.1543	-95.6203	civil	1067	0	Arrowhead, Canadian, Oklahoma, United States
91FA	29.8544	-82.5873	civil	655	0	Camp Kulaqua, High Springs, Florida, United States
91FL	28.4786	-81.3527	water	999	0	Lake Conway North, Orlando, Florida, United States
91GA	33.2736	-84.7933	civil	549	0	Dbaks, Moreland, Georgia, United States
91IN	39.2081	-85.9747	civil	320	0	Strietelmeier Flying Field, Columbus, Indiana, United States
91IS	39.8237	-89.504	civil	747	0	Stanton, Riverton, Illinois, United States
91L	34.3081	-114.187	civil	671	0	Gene Wash Reservoir, Parker Dam, California, United States
91LA	30.5346	-92.3674	civil	756	0	Koch, Eunice, Louisiana, United States
91LS	38.2089	-90.0372	civil	610	0	Duclos Rla, Red Bud, Illinois, United States
91N	47.5094	-100.916	civil	975	0	Turtle Lake Mun, Turtle Lake, North Dakota, United States
91NM	33.7065	-104.551	civil	1067	0	El Paso Natural Gas Co, Roswell, New Mexico, United States
91NY	43.1956	-77.7481	civil	640	0	Manitou Field, Spencerport, New York, United States
91OH	40.7334	-81.8929	civil	503	0	Stine Fld, Wooster, Ohio, United States
91OI	40.7773	-81.4587	civil	1219	0	Cross, Canton, Ohio, United States
91OK	34.642	-99.3712	civil	701	0	Stewart, Altus, Oklahoma, United States
91OR	45.1026	-123.419	civil	579	0	Sheridan, Sheridan, Oregon, United States
91TS	29.3686	-95.3399	civil	975	0	Songbird Ranch, Rosharon, Texas, United States
91TX	28.3969	-98.3628	civil	1143	0	Paisano Ranch, Calliham, Texas, United States
91VA	37.3276	-79.4048	civil	564	0	Miller, Bedford, Virginia, United States
91WA	46.7082	-119.801	civil	762	0	Christensen Bros Wahluke Strip, Mattawa, Washington, United States
91WI	44.2939	-90.0321	civil	792	0	Gottschalk Field, Nekoosa, Wisconsin, United States
92A	35.232	-84.5849	civil	792	0	Chilhowee, Benton, Tennessee, United States
92B	47.1931	-68.2314	water	6001	1	Long Lake, Sinclair, Maine, United States
92C	44.6412	-88.2152	civil	1268	0	Carter, Pulaski, Wisconsin, United States
92CA	36.1208	-119.888	civil	1097	0	Westlake Farms, Stratford, California, United States
92CO	38.2917	-105.611	civil	1219	0	Lake Creek Soaringport, Hillside, Colorado, United States
92D	41.2028	-82.1152	civil	1244	0	Harlan, Lagrange, Ohio, United States
92F	34.3687	-98.6821	civil	1036	0	Chattanooga Sky Harbor, Chattanooga, Oklahoma, United States
92FL	27.1206	-81.8498	civil	610	0	Carlstrom Field, Arcadia, Florida, United States
92G	42.8126	-77.2039	civil	555	0	Midlakes, Gorham, New York, United States
92IL	37.0389	-89.3209	civil	549	0	Hunter Raffety Elevators Inc, Cairo, Illinois, United States
92IN	41.4234	-85.8475	civil	610	0	H R Weisser, Milford, Indiana, United States
92IS	39.742	-89.4784	civil	402	0	Taft, Rochester, Illinois, United States
92KY	38.2842	-85.4726	civil	671	0	Timmons Field, Pewee Valley, Kentucky, United States
92MN	46.0144	-96.1017	civil	945	0	Brutlag Farms, Wendell, Minnesota, United States
92ND	46.1947	-101.938	civil	610	0	Dietz, New Leipzig, North Dakota, United States
92NJ	40.4684	-75.0024	civil	671	0	Flying D Farm, Kingwood Township, New Jersey, United States
92NY	42.752	-78.4614	civil	1173	0	Bloecher Farm, Strykersville, New York, United States
92OH	38.922	-83.3277	civil	1219	0	General Electric, Peebles, Ohio, United States
92OK	34.3829	-96.2919	civil	457	0	Flying W Ranch, Atoka, Oklahoma, United States
92PA	40.7042	-79.952	civil	392	0	Hawkins Field, Cooperstown, Pennsylvania, United States
92TA	26.1212	-97.428	civil	457	0	Drennan Farm, Los Fresnos, Texas, United States
92TE	29.9669	-102.934	civil	808	0	Chaney San Francisco Ranch, Marathon, Texas, United States
92VA	37.3447	-76.5644	civil	945	0	New Quarter Farm, Gloucester, Virginia, United States
92W	46.9251	-122.554	civil	867	0	Western, Yelm, Washington, United States
92WI	45.2961	-89.6411	civil	610	0	Knight Aire, Merrill, Wisconsin, United States
92XS	26.479	-97.6872	civil	914	0	T.R. Funk Inc, Raymondville, Texas, United States
92Z	19.8317	-155.982	civil	352	0	Kaupuleu, Kaupuleu, Hawaii, United States
93AK	58.872	-158.472	civil	421	0	The Queens, Queens, Alaska, United States
93AR	35.6209	-89.9862	civil	792	0	Ohlendorf, Osceola, Arkansas, United States
93B	44.1751	-68.6786	civil	640	0	Stonington Mun, Stonington, Maine, United States
93C	43.2833	-90.2983	civil	1432	0	Richland, Richland Center, Wisconsin, United States
93CO	40.2166	-104.951	civil	884	0	Carrera Airpark, Mead, Colorado, United States
93F	35.6039	-99.7034	civil	945	0	Mignon Laird Mun, Cheyenne, Oklahoma, United States
93FD	30.7546	-87.1775	civil	914	0	Chumuckla 20-20, Milton, Florida, United States
93FL	28.9447	-81.4081	civil	671	0	Pine Lakes Farm, Deland, Florida, United States
93IL	42.0675	-89.0231	civil	549	0	Bauer, Lindenwood, Illinois, United States
93IN	39.5886	-85.7361	civil	457	0	Foltz Farm, Shelbyville, Indiana, United States
93KY	37.4708	-87.2533	civil	573	0	Baggett Farms, Sacramento, Kentucky, United States
93LL	41.5945	-88.6056	civil	488	0	Hemmingsen, Sandwich, Illinois, United States
93MO	37.1089	-94.4055	civil	433	0	Kathy's Patch, Prosperity, Missouri, United States
93OH	41.0445	-81.1859	civil	696	0	Gay, Atwater, Ohio, United States
93OK	35.9345	-95.5914	civil	671	0	Jantzen, Coweta, Oklahoma, United States
93PA	41.5034	-79.8814	civil	610	0	Maple Cave Park, Cooperstown, Pennsylvania, United States
